Review_date,Title,Series,Author,Overall_Rating,Genre,Price,Reviewer,Individual_Rating,Review_Date,Review,Pages_published,Description
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Audrey H. (audreyapproved),Rating 4 out of 5,"June 20, 2023","Family Style is a touching graphic novel memoir that covers Pham's experience as young Vietnamese refugee in America. In a unique structural choice, each section is organized by a different meal (e.g. banh cuon, ham and cheese croissant, rice ball) that represents a certain time, place and meaning to the author.                                      Perhaps I’m biased because food is a major part of my own relationship with Vietnamese culture (I’m half Vietnamese), but this structure really worked for me. In particular, I thought                                       Family Style                                      was really successful in both conveying a child's POV, and in showing the struggles of assimilation (in particular I liked how Pham represented language barriers).                                      Two books I’d pair this with would be                                       Sigh, Gone: A Misfit's Memoir of Great Books, Punk Rock, and the Fight to Fit In                                      and                                       The Best We Could Do                                      - both of which have with similar themes to                                       Family Style                                      (Vietnamese refugees, assimilation as a young child, familial duty and obligation).","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Faith,Rating 4 out of 5,"May 10, 2023","Thank you to First Second Books and NetGalley for this eARC in exchange for an honest review!                                      Wow, what a beautiful book. This was a lovely, intimate story of a Vietnamese family and their journey immigrating to America, told through memories of food. As a person whose love language is food (lol) this really spoke to me. Family Style is told in vignettes across the author's life, centring around his family and friends. I loved the art style and the simple yet impactful narrative voice. The overarching message of the importance of community and having a strong support system was so touching and left me feeling very grateful for mine. I may have shed a tear or two at the frames where Thien's mother made him Bánh Cuón-- being a teenager and trying to balance who you are with your friends and who you are with your family. I think the feeling of being an adult and realizing all the things your parents did for you growing up that you were never quite appreciative enough of is a universal one. This graphic novel really felt like a love letter to Thien's parents and to everyone who makes the decision to leave their life in one country for a better one in another. I will definitely be recommending this one to everyone at work when it comes out.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Paula,Rating 5 out of 5,"May 22, 2023","I laughed, I cried, I spotted cameos by Gene Yang and Lark Pien! I loved this book.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,USOM,Rating 5 out of 5,"March 31, 2023","(Disclaimer: I received this book from the publisher. This has not impacted my review which is unbiased and honest.)                                      TW: racism                                      Family Style is a story about identity, growing up in the United States, and family. I was able to attend an event where we heard from Pham about the inspiration and also the stories behind the graphic novel, which only gave me a deeper appreciation of this graphic novel memoir. In Family Style I loved the use of panels and art. The careful usage of dialogue. This memoir is moving and striking.                                      full review:                                       https://utopia-state-of-mind.com/four...","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Aneesa,Rating 5 out of 5,"June 24, 2023","Another refugee/immigration/warzone/social outsider/social issue story? I'm here for it! Plus we all love food.                                      I particularly enjoyed the mom's character, the boat, and the refugee camp. I was particularly struck by the hard, hard work and significant generosity of strangers.                                      There is somewhat of a coincidence in this story that meant more to me after just reading Craft in the Real World. The recent publicity around American Born Chinese also intersected with my reading of that book and I think I would understand it much more today than when I read it.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Andrew,Rating 5 out of 5,"June 26, 2023",This is one of my favorite books I read this year. From the first chapter I was on the verge of tears and it was compelling throughout. I'm so excited I have a copy for my high school's library and think it is worth a read for everyone!,"240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Nghi,Rating 5 out of 5,"July 1, 2023",This graphic autobiography is gorgeously and poignantly drawn.,"240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Ivy,Rating 5 out of 5,"February 7, 2023","This graphic memoir stood out in an increasingly populous field because of its use of food (and its taste and texture, sensations I haven't seen much of at the forefront of books) as its joining thread. My only wish was for more chapters between the second-to-last and last one because I could've read about Thien's life and his defining meals forever. Overall, it was a beautifully crafted, full circle, and satisfying read!","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Audrey,Rating 4 out of 5,"April 2, 2023","Loved this graphic memoir about the author and his family's journey from Vietnam to the US. Each chapter is centered around a dish that was pivotal to him, at that time. What was done really well were the drawings when the author (or his parents) had a language barrier. I gasped at the end, when the author was an adult and at work, at the appearance of one of his co-workers.                                      I received an arc from the publisher but all opinions are my own.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Amanda Shepard (Between-the-Shelves),Rating 4 out of 5,"May 30, 2023","Thien's memories of moving from Vietnam to America all center around food. His memories of the dangerous boat ride? The saltiness of fish and the sweetness of watermelon. Not the sights or the the sounds, but the foods. The foods that kept his family alive as they were adrift at sea.                                      Once Thien's family arrives in a refugee camp in Thailand, things don't get much easier. They struggle to make ends meet. They believe that making it to California will change things, but it isn't as easy to make it in America as they thought. In each stage of Thien's life, food takes on new meaning. New indulgences and new means for survival. And possibly bringing with it new ways to belong.                                      Thanks to NetGalley and First Second for an advanced copy of Family Style by Thien Pham to review! There have been a slew of graphic novel memoirs being published recently, and so far, they have all been phenomenal. I especially enjoyed that this one was so centered around food, with each stage of Pham's life tied to an important food or dish from that moment. It's a unique way to structure a memoir!                                      Pham captures his family's journey from Vietnam to America through his food journey, focusing on details that I think a lot of people won't necessarily know. The illustration style felt sort of printmaking-esque to me, with so much detail. It also helps in emphasizing the food throughout, showing how they impacted Pham and his family.                                      The little comics included at the end, where Pham asks his family about making this book, are such a great addition to the story. I love when authors include personal little details like that, so definitely don't skip it! It gives even more characterization to his family as well.                                      All in all, this is a strongly written, wonderfully illustrated graphic novel memoir that you should definitely pick up when it comes out in June!","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,AitziST,Rating 4 out of 5,"June 21, 2023","(I received this book from the editor and NetGalley in exchange for an honest review)                                      I love it when memoirs show there is something that serves as a link between different stages of the author’s life. In this particular case, it is food which serves to that purpose, making each chapter a small journey towards the meal in particular.                                      Thien’s life has not been easy. His first memories are of fear and hunger in the sea (amazing first pages that take the reader by the throat until they get ashore), of arriving to a new, strange place, of making friends that suddenly disappear in buses to an unknown location. Hist parents only have one thing in mind: the American Dream.                                      Thus, the reader follows Thien in different stages of his life, always guided by the food that he gets to eat. The first time he eats steak he can’t slow himself; the first time he goes to a Vietnamese restaurant once in the States he feels that maybe he is losing his heritage; even strawberries or potato chips have a deeper meaning in his life.                                      There is just one thing that I did not like about this comic, and it was the feeling that it ends too son. I would have been delighted to follow Thien a couple of years more, see how he finds his place in adulthood and which foods were important for him then. I never thought I would be so invested with a ‘link’ in a memoir, but the use of food was the most interesting choice ever.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Elena L.,Rating 5 out of 5,"June 22, 2023","[4.5/5 stars]                                      This is a memoir about Thien Pham, a young Vietnamese refugee in America - one follows his traumatic refugee journey from Vietnam to a refugee camp in Thailand to being relocated to San Jose, CA.                                      Oh, this book deeply moved me. In the search for happiness, belonging and the American dream, even amidst the struggles (of assimilation), one is able to feel the small joys warming one's heart. As different food opens each chapter, it's compelling to see how each meal impacted and meant to Thien's life - the food not only as a survival, but as a memory, a connection to one's own history, to the heritage, to the family; food as a relationship in its own.                                      FAMILY STYLE is about friendship, identity ('to be Vietnamese enough'?) and immigrant experience, which the most simple and immersive art impresses me by the way it draws me into Thien's story. Both tragic and funny, this is a touching graphic memoir that inspires us. Truly precious.                                      note: I would highly pair FAMILY STYLE with THE BEST WE COULD DO by Thi Bui                                      [ I received a complimentary copy from the publisher -                                       First Second                                      . All opinions are my own ]","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Kat,Rating 4 out of 5,"June 28, 2023","This was an absolutely beautiful story of what the ""American Dream"" truly means. Thien Pham also sheds light on a very sensitive subject in an innocent and digestible (ha) way for the younger generations to really understand what this historical event was like as it was happening.                                      The story follows the Pham family as they survive a perilous journey at seas to enter a refugee camp in Thailand only to struggle to survive. When their name is finally called to make the next journey to California, things don't seem to be getting any easier. With each chapter, Thien Pham takes us on the journey of his childhood through his experiences with food. Each food signifies a new turn in his life, from his family's arrival in the USA to his parents struggling to find work to the indulgence of his first potato chip.                                      This graphic novel would be an excellent teaching opportunity about the struggles the refugees from Vietnam went through during the tumultuous time in history. Also about what it takes to become a US citizen! Loved everything about this graphic novel, the storytelling and the artwork were just wonderful.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,DK,Rating 5 out of 5,"June 20, 2023","This graphic memoir is moving, insightful, and wonderfully told through vivid illustrations and text. I enjoyed seeing the role that food played in Pham's memories, from traditional Vietnamese foods to fresh picked strawberries to pizza and Salisbury steak. Although his family struggles through poverty, pirate attacks, and the trials of starting over in a new country, they stay strong together and keep pushing to achieve their dreams. They find a place with the immigrant community, forging friendships that last over the years. Pham also shows the racism that he's confronted with, and how the xenophobic rhetoric surrounding the 2016 presidential election is what spurs him to become a US citizen. Throughout the novel there's an underlying optimism and hope, and that really stuck with me. I also liked the comics at the end that explain a bit of the process, research, and interviews that went into making this graphic novel. Highly recommend!                                      *I received an eARC from NetGalley in exchange for an honest review*","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Jade Leviege,Rating 5 out of 5,"April 25, 2023","I loved this book! A powerful representation of family. Thien shared a very personal story beginning with a heart-wrenching depiction of his family's harrowing experiences at sea while immigrating from Vietnam. He shares with his readers some of the many struggles his family faced searching for the ""American dream"". I had the pleasure of attending a panel Thien was on at a library conference. He shared that this book was a long time in the making. I am so happy he found a way to put it all together, I can tell it was written from his heart. Much like myself and (my whole family LOL) food sparks memories for him. He used those memories of certain foods to help his story unfold. I grew up in a small port town with a huge Vietnamese population. I learned a lot about what some Vietnamese immigrants faced and it was truly eye-opening for me. Of course, I loved the artwork as well! Great job Mr. Pham! You have gained a new fan!","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,DK,Rating 5 out of 5,"June 20, 2023","This graphic memoir is moving, insightful, and wonderfully told through vivid illustrations and text. I enjoyed seeing the role that food played in Pham's memories, from traditional Vietnamese foods to fresh picked strawberries to pizza and Salisbury steak. Although his family struggles through poverty, pirate attacks, and the trials of starting over in a new country, they stay strong together and keep pushing to achieve their dreams. They find a place with the immigrant community, forging friendships that last over the years. Pham also shows the racism that he's confronted with, and how the xenophobic rhetoric surrounding the 2016 presidential election is what spurs him to become a US citizen. Throughout the novel there's an underlying optimism and hope, and that really stuck with me. I also liked the comics at the end that explain a bit of the process, research, and interviews that went into making this graphic novel. Highly recommend!","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Rashi Dembi,Rating 5 out of 5,"March 2, 2023","I received an ARC via NetGalley!                                      This was an incredible YA graphic novel detailing different aspects of the author's life as a Vietnamese immigrant.                                      The story is segmented into different periods of his life based on significant foods during these time frames. This was a unique and thoroughly engaging storytelling structure!                                      Thien's story is an important one, and I'm looking forward to getting a copy for my bookshelf once it releases!                                      It was very inspiring to see just how hard his parents worked to give him a better life, and his mom is (as is mentioned in the Q&A at the end), is the undisputed hero of the story.                                      The art within the graphic novel was great as well! Definitely recommend this read!","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Vanessa,Rating 4 out of 5,"June 21, 2023","I enjoyed this book more than I thought I would. Recently, I've been reading a lot of Asian-American/Asian immigrant memoirs. I'm a little burnt out on them (and yes I feel tacky saying that; I do know that these stories are important and these are peoples real lives), but this one stood out in a good way.                                      The focus on food and memory is great! It really helps ground this story, and provide a connection for many readers. I appreciated how much attention was paid to the early parts of immigration: fleeing, refugees camps, sponsorship, getting to America, apartment life, dead end jobs, education, etc.                                      The artwork wasn't my style, and initially put me off. However, the heart of the story pulled me along and I didn't really mind/notice the aesthetics by the end of things.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
2023-07-03,Family Style: Memories of an American from Vietnam,,Thien Pham,4.53,"['Graphic Novels', 'Memoir', 'Nonfiction', 'Middle Grade', 'Comics', 'Family', 'Graphic Novels Comics']",Kindle $11.99,Suzanne,Rating 5 out of 5,"January 17, 2023","This is a wonderful graphic memoir that is framed around the memory of various foods and different times in the artist’s life, from his childhood as a refugee to his eventual immigration to the United States. At each age and phase in his life, there are flavors that he associates with various experiences in his life, whether it was the foods his mom made, the first time he tries potato chips, the food at school, or a celebratory meal with his family after finally pursuing citizenship. I think that this would be a wonderful mentor text or springboard for people to think about their own life stories and the different foods that help them remember.","240 pages, Hardcover                             First published June 20, 2023","A moving young adult graphic memoir about a Vietnamese immigrant boy's search for belonging in America, perfect for fans of American Born Chinese and The Best We Could Do !                              Thien's first memory isn't a sight or a sound. It's the sweetness of watermelon and the saltiness of fish. It's the taste of the foods he ate while adrift at sea as his family fled Vietnam.                              After the Pham family arrives at a refugee camp in Thailand, they struggle to survive. Things don't get much easier once they resettle in California. And through each chapter of their lives, food takes on a new meaning. Strawberries come to signify struggle as Thien's mom and dad look for work. Potato chips are an indulgence that bring Thien so much joy that they become a necessity.                              Behind every cut of steak and inside every croissant lies a story. And for Thien Pham, that story is about a search-- for belonging, for happiness, for the American dream."
